,Line_ct,Order ID,Order Date,Ship Date,Order Quantity,Unit Price,Discount,Sales,Profit,Cost,GM%,Product Category,Product Sub-Category,Product Name,Customer Segment,Customer Name,Country,Region,City (US),State (US),Postal Code (US),Returned,Order_YMD,Order Day,Order Month,Order Year
9847,1448,US-2011-112564,2011-04-23,4/24/11,3,2.78,0.7,2.502,-1.7514,4.2534,-0.7,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,Corporate,Theresa Swint,United States,US-East,Philadelphia,Pennsylvania,19134,0,2011-04-23,23,4,2011
9848,1449,CA-2012-145821,2012-05-01,5/7/12,3,36.98,0.2,88.752,11.094,77.658,0.125,Technology,Phones,OtterBox Defender Series Case - iPhone 5c,Corporate,Jennifer Braxton,United States,US-West,Los Angeles,California,90008,0,2012-05-01,1,5,2012
9849,1450,US-2012-160150,2012-07-19,7/20/12,1,6.75,0.7,2.025,-1.35,3.375,-0.666666667,Office Supplies,Binders,Wilson Jones DublLock D-Ring Binders,Consumer,Thais Sissman,United States,US-West,Phoenix,Arizona,85023,0,2012-07-19,19,7,2012
9850,1451,CA-2013-133711,2013-11-27,11/30/13,7,10.14,0.0,70.98,34.7802,36.1998,0.49,Office Supplies,Paper,Staples,Corporate,Mark Cousins,United States,US-South,Mobile,Alabama,36608,0,2013-11-27,27,11,2013
9851,1452,CA-2013-133711,2013-11-27,11/30/13,3,30.56,0.0,91.68,45.84,45.84,0.5,Office Supplies,Binders,Surelock Post Binders,Corporate,Mark Cousins,United States,US-South,Mobile,Alabama,36608,0,2013-11-27,27,11,2013
9852,1453,CA-2013-133711,2013-11-27,11/30/13,5,6.75,0.0,33.75,16.875,16.875,0.5,Office Supplies,Binders,Wilson Jones DublLock D-Ring Binders,Corporate,Mark Cousins,United States,US-South,Mobile,Alabama,36608,0,2013-11-27,27,11,2013
9853,1454,CA-2013-133711,2013-11-27,11/30/13,8,380.0,0.0,3040.0,1459.2,1580.8,0.48,Technology,Machines,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,Corporate,Mark Cousins,United States,US-South,Mobile,Alabama,36608,0,2013-11-27,27,11,2013
9854,1455,CA-2014-148474,2014-06-13,6/20/14,3,30.4,0.0,91.2,41.952,49.248,0.46,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,Home Office,Maria Etezadi,United States,US-South,Columbus,Georgia,31907,0,2014-06-13,13,6,2014
9855,1456,CA-2014-148474,2014-06-13,6/20/14,3,150.98,0.0,452.94,67.941,384.999,0.15,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",Home Office,Maria Etezadi,United States,US-South,Columbus,Georgia,31907,0,2014-06-13,13,6,2014
9856,1457,CA-2012-111297,2012-08-17,8/21/12,9,5.8,0.0,52.2,23.49,28.71,0.45,Office Supplies,Binders,Wilson Jones â€œSnapâ€ Scratch Pad Binder Tool for Ring Binders,Corporate,Shaun Chance,United States,US-East,New Bedford,Massachusetts,2740,0,2012-08-17,17,8,2012
9857,1458,CA-2013-123722,2013-09-26,10/2/13,4,4.98,0.2,15.936,5.1792,10.7568,0.325,Office Supplies,Labels,Avery 499,Corporate,Nicole Hansen,United States,US-Central,Irving,Texas,75061,0,2013-09-26,26,9,2013
9858,1459,CA-2011-155271,2011-05-04,5/4/11,2,13.73,0.0,27.46,9.8856,17.5744,0.36,Furniture,Furnishings,DAX Wood Document Frame,Consumer,Andrew Allen,United States,US-East,Middletown,Connecticut,6457,0,2011-05-04,4,5,2011
9859,1460,CA-2012-119907,2012-12-01,12/8/12,2,34.64,0.2,55.424,19.3984,36.0256,0.35,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Consumer,Logan Currie,United States,US-West,Seattle,Washington,98103,1,2012-12-01,1,12,2012
9860,1461,US-2013-128902,2013-03-12,3/16/13,2,174.29,0.3,244.006,-31.3722,275.3782,-0.128571429,Furniture,Tables,Chromcraft Round Conference Tables,Consumer,Mick Brown,United States,US-East,Vineland,New Jersey,8360,0,2013-03-12,12,3,2013
9861,1462,CA-2013-152289,2013-08-27,8/29/13,2,99.99,0.2,159.984,43.9956,115.9884,0.275,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,Corporate,Linda Cazamias,United States,US-Central,Pasadena,Texas,77506,0,2013-08-27,27,8,2013
9862,1463,CA-2013-152289,2013-08-27,8/29/13,6,243.98,0.3,1024.716,-29.2776,1053.9936,-0.028571429,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,Corporate,Linda Cazamias,United States,US-Central,Pasadena,Texas,77506,0,2013-08-27,27,8,2013
9863,1464,US-2013-104794,2013-12-17,12/20/13,2,1.84,0.0,3.68,1.8032,1.8768,0.49,Office Supplies,Fasteners,Stockwell Gold Paper Clips,Corporate,Keith Dawkins,United States,US-East,New York City,New York,10009,0,2013-12-17,17,12,2013
9864,1465,CA-2011-151708,2011-08-08,8/14/11,4,37.93,0.2,121.376,-3.0344,124.4104,-0.025,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Consumer,Maria Bertelson,United States,US-West,Glendale,Arizona,85301,0,2011-08-08,8,8,2011
9865,1466,CA-2011-151708,2011-08-08,8/14/11,3,39.99,0.2,95.976,-10.7973,106.7733,-0.1125,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Consumer,Maria Bertelson,United States,US-West,Glendale,Arizona,85301,0,2011-08-08,8,8,2011
9866,1467,CA-2012-100769,2012-05-16,5/16/12,4,79.99,0.2,255.968,31.996,223.972,0.125,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,Home Office,Tracy Hopkins,United States,US-South,Jacksonville,Florida,32216,0,2012-05-16,16,5,2012
9867,1468,CA-2014-139199,2014-12-10,12/14/14,3,290.98,0.0,872.94,226.9644,645.9756,0.26,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,Corporate,Damala Kotsonis,United States,US-Central,Detroit,Michigan,48234,0,2014-12-10,10,12,2014
9868,1469,CA-2014-139199,2014-12-10,12/14/14,2,20.77,0.0,41.54,19.5238,22.0162,0.47,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,Corporate,Damala Kotsonis,United States,US-Central,Detroit,Michigan,48234,0,2014-12-10,10,12,2014
9869,1470,CA-2014-139199,2014-12-10,12/14/14,2,6.48,0.0,12.96,6.2208,6.7392,0.48,Office Supplies,Paper,Xerox 1946,Corporate,Damala Kotsonis,United States,US-Central,Detroit,Michigan,48234,0,2014-12-10,10,12,2014
9870,1471,US-2012-161466,2012-09-24,9/27/12,2,4.28,0.2,6.848,0.5992,6.2488,0.0875,Office Supplies,Art,Newell 320,Corporate,Odella Nelson,United States,US-East,Philadelphia,Pennsylvania,19120,0,2012-09-24,24,9,2012
9871,1472,CA-2014-164959,2014-07-12,7/16/14,3,2.89,0.0,8.67,4.0749,4.5951,0.47,Office Supplies,Labels,Avery 482,Corporate,Katherine Nockton,United States,US-West,Los Angeles,California,90004,0,2014-07-12,12,7,2014
9872,1473,US-2012-105676,2012-12-01,12/2/12,4,4.18,0.6,6.688,-4.0128,10.7008,-0.6,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",Consumer,Neoma Murray,United States,US-Central,Houston,Texas,77036,0,2012-12-01,1,12,2012
9873,1474,CA-2013-113138,2013-11-20,11/26/13,6,2.88,0.0,17.28,5.0112,12.2688,0.29,Office Supplies,Art,Newell 340,Home Office,Nora Pelletier,United States,US-East,Niagara Falls,New York,14304,0,2013-11-20,20,11,2013
9874,1475,CA-2013-113138,2013-11-20,11/26/13,3,7.38,0.2,17.712,6.4206,11.2914,0.3625,Office Supplies,Binders,GBC Plastic Binding Combs,Home Office,Nora Pelletier,United States,US-East,Niagara Falls,New York,14304,0,2013-11-20,20,11,2013
9875,1476,US-2014-104955,2014-03-20,3/25/14,7,4.13,0.0,28.91,13.2986,15.6114,0.46,Office Supplies,Labels,Avery 506,Home Office,Catherine Glotzbach,United States,US-East,New York City,New York,10024,0,2014-03-20,20,3,2014
9876,1477,CA-2013-121958,2013-11-14,11/18/13,7,9.31,0.2,52.136,5.8653,46.2707,0.1125,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,Consumer,Cindy Stewart,United States,US-South,Thomasville,North Carolina,27360,0,2013-11-14,14,11,2013
9877,1478,CA-2014-121468,2014-11-20,11/21/14,4,9.99,0.2,31.968,2.3976,29.5704,0.075,Technology,Phones,Square Credit Card Reader,Consumer,Katherine Ducich,United States,US-West,Westminster,California,92683,0,2014-11-20,20,11,2014
9878,1479,US-2013-108455,2013-12-03,12/9/13,4,6.48,0.0,25.92,12.4416,13.4784,0.48,Office Supplies,Paper,Xerox 192,Consumer,Mike Kennedy,United States,US-West,San Francisco,California,94122,1,2013-12-03,3,12,2013
9879,1480,US-2013-108455,2013-12-03,12/9/13,7,5.78,0.0,40.46,19.8254,20.6346,0.49,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),Consumer,Mike Kennedy,United States,US-West,San Francisco,California,94122,1,2013-12-03,3,12,2013
9880,1481,US-2013-108455,2013-12-03,12/9/13,3,11.29,0.0,33.87,8.8062,25.0638,0.26,Office Supplies,Storage,X-Rack File for Hanging Folders,Consumer,Mike Kennedy,United States,US-West,San Francisco,California,94122,1,2013-12-03,3,12,2013
9881,1482,CA-2014-101210,2014-08-26,8/29/14,2,6.08,0.2,9.728,1.7024,8.0256,0.175,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,Consumer,Don Weiss,United States,US-South,Jackson,Tennessee,38301,0,2014-08-26,26,8,2014
9882,1483,CA-2014-101210,2014-08-26,8/29/14,1,4.28,0.2,3.424,1.07,2.354,0.3125,Office Supplies,Paper,Xerox 199,Consumer,Don Weiss,United States,US-South,Jackson,Tennessee,38301,0,2014-08-26,26,8,2014
9883,1484,US-2013-108098,2013-10-15,10/19/13,3,59.0,0.0,177.0,30.09,146.91,0.17,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,Corporate,Christine Phan,United States,US-West,Seattle,Washington,98115,0,2013-10-15,15,10,2013
9884,1485,CA-2011-119032,2011-11-27,12/3/11,2,1.88,0.0,3.76,1.316,2.444,0.35,Office Supplies,Fasteners,Staples,Consumer,Maxwell Schwartz,United States,US-East,New York City,New York,10035,0,2011-11-27,27,11,2011
9885,1486,CA-2012-140410,2012-11-03,11/7/12,7,216.58,0.2,1212.848,106.1242,1106.7238,0.0875,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone,Home Office,Corinna Mitchell,United States,US-West,Los Angeles,California,90008,0,2012-11-03,3,11,2012
9886,1487,CA-2012-140410,2012-11-03,11/7/12,3,29.99,0.0,89.97,37.7874,52.1826,0.42,Technology,Accessories,Logitech Trackman Marble Mouse,Home Office,Corinna Mitchell,United States,US-West,Los Angeles,California,90008,0,2012-11-03,3,11,2012
9887,1488,CA-2012-140410,2012-11-03,11/7/12,3,14.2,0.0,42.6,16.614,25.986,0.39,Furniture,Furnishings,Coloredge Poster Frame,Home Office,Corinna Mitchell,United States,US-West,Los Angeles,California,90008,0,2012-11-03,3,11,2012
9888,1489,CA-2011-136280,2011-11-29,12/6/11,2,3.15,0.2,5.04,1.764,3.276,0.35,Office Supplies,Labels,Avery 488,Consumer,Corey-Lock,United States,US-East,Philadelphia,Pennsylvania,19143,0,2011-11-29,29,11,2011
9889,1490,CA-2014-151911,2014-05-01,5/6/14,4,15.74,0.0,62.96,28.332,34.628,0.45,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Corporate,Dionis Lloyd,United States,US-East,New York City,New York,10024,0,2014-05-01,1,5,2014
9890,1491,CA-2014-166436,2014-11-25,11/29/14,1,5.88,0.0,5.88,2.8812,2.9988,0.49,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Corporate,Todd Sumrall,United States,US-East,New York City,New York,10035,0,2014-11-25,25,11,2014
9891,1492,CA-2014-166436,2014-11-25,11/29/14,6,180.98,0.1,977.292,173.7408,803.5512,0.177777778,Furniture,Chairs,Global Ergonomic Managers Chair,Corporate,Todd Sumrall,United States,US-East,New York City,New York,10035,0,2014-11-25,25,11,2014
9892,1493,CA-2014-139661,2014-10-31,11/4/14,2,4.82,0.0,9.64,3.6632,5.9768,0.38,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,Corporate,Jane Waco,United States,US-West,Vancouver,Washington,98661,0,2014-10-31,31,10,2014
9893,1494,CA-2011-123925,2011-12-17,12/19/11,3,13.35,0.0,40.05,11.214,28.836,0.28,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,Consumer,Roy FranzÃ¶sisch,United States,US-South,Columbus,Georgia,31907,0,2011-12-17,17,12,2011
9894,1495,CA-2014-152485,2014-09-05,9/9/14,7,1.82,0.2,10.192,3.185,7.007,0.3125,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",Consumer,John Dryer,United States,US-Central,Coppell,Texas,75019,0,2014-09-05,5,9,2014
9895,1496,CA-2014-152485,2014-09-05,9/9/14,1,20.98,0.2,16.784,-0.2098,16.9938,-0.0125,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,Consumer,John Dryer,United States,US-Central,Coppell,Texas,75019,0,2014-09-05,5,9,2014
9896,1497,CA-2014-152485,2014-09-05,9/9/14,5,3.28,0.2,13.12,3.772,9.348,0.2875,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Consumer,John Dryer,United States,US-Central,Coppell,Texas,75019,0,2014-09-05,5,9,2014
9897,1498,CA-2013-141586,2013-10-18,10/21/13,5,4.54,0.2,18.16,6.583,11.577,0.3625,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",Home Office,Neil Knudson,United States,US-West,San Francisco,California,94122,0,2013-10-18,18,10,2013
9898,1499,CA-2014-130386,2014-11-13,11/19/14,3,6.69,0.2,16.056,5.8203,10.2357,0.3625,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Consumer,Nathan Gelder,United States,US-Central,Austin,Texas,78745,0,2014-11-13,13,11,2014
9899,1500,CA-2014-130386,2014-11-13,11/19/14,9,30.98,0.2,223.056,69.705,153.351,0.3125,Office Supplies,Paper,Xerox 197,Consumer,Nathan Gelder,United States,US-Central,Austin,Texas,78745,0,2014-11-13,13,11,2014
9900,1501,CA-2014-130386,2014-11-13,11/19/14,3,225.02,0.2,540.048,-47.2542,587.3022,-0.0875,Office Supplies,Storage,Tennsco Double-Tier Lockers,Consumer,Nathan Gelder,United States,US-Central,Austin,Texas,78745,0,2014-11-13,13,11,2014
9901,1502,CA-2013-100468,2013-11-25,12/2/13,2,20.95,0.2,33.52,3.352,30.168,0.1,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",Home Office,Alyssa Tate,United States,US-West,Los Angeles,California,90045,0,2013-11-25,25,11,2013
9902,1503,CA-2013-100468,2013-11-25,12/2/13,2,4.97,0.0,9.94,3.0814,6.8586,0.31,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",Home Office,Alyssa Tate,United States,US-West,Los Angeles,California,90045,0,2013-11-25,25,11,2013
9903,1504,CA-2012-153388,2012-08-01,8/7/12,4,1.68,0.0,6.72,3.36,3.36,0.5,Office Supplies,Art,Prang Dustless Chalk Sticks,Home Office,Pauline Chand,United States,US-West,Los Angeles,California,90004,0,2012-08-01,1,8,2012
9904,1505,CA-2012-153388,2012-08-01,8/7/12,6,209.37,0.2,1004.976,-175.8708,1180.8468,-0.175,Furniture,Tables,Hon 2111 Invitation Series Corner Table,Home Office,Pauline Chand,United States,US-West,Los Angeles,California,90004,0,2012-08-01,1,8,2012
9905,1506,CA-2014-154935,2014-12-25,12/30/14,3,7.45,0.2,17.88,5.5875,12.2925,0.3125,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Consumer,Andy Reiter,United States,US-East,New York City,New York,10024,0,2014-12-25,25,12,2014
9906,1507,CA-2013-134208,2013-09-18,9/24/13,4,99.0,0.0,396.0,190.08,205.92,0.48,Technology,Machines,Lexmark X 9575 Professional All-in-One Color Printer,Consumer,Cindy Stewart,United States,US-South,Columbus,Georgia,31907,0,2013-09-18,18,9,2013
9907,1508,CA-2014-108294,2014-12-11,12/11/14,3,11.5,0.0,34.5,15.525,18.975,0.45,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,Home Office,Lindsay Shagiari,United States,US-Central,Omaha,Nebraska,68104,1,2014-12-11,11,12,2014
9908,1509,CA-2014-103611,2014-09-13,9/16/14,2,4.18,0.0,8.36,3.0096,5.3504,0.36,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",Consumer,Jessica Myrick,United States,US-West,Los Angeles,California,90036,0,2014-09-13,13,9,2014
9909,1510,CA-2014-100384,2014-06-25,7/2/14,8,48.2,0.0,385.6,111.824,273.776,0.29,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Corporate,Nicole Hansen,United States,US-West,Pomona,California,91767,0,2014-06-25,25,6,2014
9910,1511,CA-2014-100384,2014-06-25,7/2/14,9,3.98,0.0,35.82,11.8206,23.9994,0.33,Office Supplies,Art,4009 Highlighters by Sanford,Corporate,Nicole Hansen,United States,US-West,Pomona,California,91767,0,2014-06-25,25,6,2014
9911,1512,CA-2014-112809,2014-08-19,8/23/14,3,83.36,0.2,200.064,12.504,187.56,0.0625,Office Supplies,Storage,Safco Steel Mobile File Cart,Consumer,Russell Applegate,United States,US-Central,Dallas,Texas,75220,0,2014-08-19,19,8,2014
9912,1513,CA-2014-112809,2014-08-19,8/23/14,5,21.38,0.8,21.38,-33.139,54.519,-1.55,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,Consumer,Russell Applegate,United States,US-Central,Dallas,Texas,75220,0,2014-08-19,19,8,2014
9913,1514,CA-2014-112809,2014-08-19,8/23/14,4,8.43,0.8,6.744,-11.4648,18.2088,-1.7,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,Consumer,Russell Applegate,United States,US-Central,Dallas,Texas,75220,0,2014-08-19,19,8,2014
9914,1515,US-2014-160759,2014-12-12,12/18/14,1,90.98,0.3,63.686,-9.098,72.784,-0.142857143,Furniture,Chairs,"Leather Task Chair, Black",Consumer,Arianne Irving,United States,US-East,Philadelphia,Pennsylvania,19120,0,2014-12-12,12,12,2014
9915,1516,CA-2014-148446,2014-12-11,12/15/14,4,417.4,0.0,1669.6,116.872,1552.728,0.07,Furniture,Tables,Bretford â€œJust In Timeâ€ Height-Adjustable Multi-Task Work Tables,Consumer,Michael Chen,United States,US-West,North Las Vegas,Nevada,89031,0,2014-12-11,11,12,2014
9916,1517,CA-2011-111059,2011-02-04,2/7/11,2,52.4,0.2,83.84,27.248,56.592,0.325,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,Consumer,Tom Boeckenhauer,United States,US-West,Seattle,Washington,98105,0,2011-02-04,4,2,2011
9917,1518,CA-2011-111059,2011-02-04,2/7/11,3,5.53,0.2,13.272,4.3134,8.9586,0.325,Office Supplies,Binders,Avery Durable Poly Binders,Consumer,Tom Boeckenhauer,United States,US-West,Seattle,Washington,98105,0,2011-02-04,4,2,2011
9918,1519,CA-2014-116204,2014-02-12,2/15/14,7,3.81,0.2,21.336,7.7343,13.6017,0.3625,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Corporate,Victoria Wilson,United States,US-West,San Francisco,California,94110,0,2014-02-12,12,2,2014
9919,1520,CA-2014-109946,2014-04-17,4/22/14,5,4.13,0.2,16.52,2.065,14.455,0.125,Office Supplies,Art,Newell 325,Home Office,Paul Lucas,United States,US-Central,Chicago,Illinois,60610,0,2014-04-17,17,4,2014
9920,1521,CA-2012-144806,2012-12-06,12/11/12,6,42.94,0.2,206.112,48.9516,157.1604,0.2375,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Consumer,Gary Hwang,United States,US-West,Tucson,Arizona,85705,0,2012-12-06,6,12,2012
9921,1522,CA-2012-144806,2012-12-06,12/11/12,5,4.98,0.2,19.92,6.723,13.197,0.3375,Office Supplies,Paper,Xerox 1970,Consumer,Gary Hwang,United States,US-West,Tucson,Arizona,85705,0,2012-12-06,6,12,2012
9922,1523,CA-2012-144806,2012-12-06,12/11/12,8,30.98,0.2,198.272,61.96,136.312,0.3125,Office Supplies,Paper,Xerox 1960,Consumer,Gary Hwang,United States,US-West,Tucson,Arizona,85705,0,2012-12-06,6,12,2012
9923,1524,CA-2012-144806,2012-12-06,12/11/12,6,51.48,0.2,247.104,-58.6872,305.7912,-0.2375,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",Consumer,Gary Hwang,United States,US-West,Tucson,Arizona,85705,0,2012-12-06,6,12,2012
9924,1525,CA-2012-144806,2012-12-06,12/11/12,6,17.98,0.2,86.304,9.7092,76.5948,0.1125,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Consumer,Gary Hwang,United States,US-West,Tucson,Arizona,85705,0,2012-12-06,6,12,2012
9925,1526,CA-2013-122392,2013-07-23,7/28/13,2,2.6,0.2,4.16,0.364,3.796,0.0875,Office Supplies,Art,12 Colored Short Pencils,Consumer,Caroline Jumper,United States,US-East,Allentown,Pennsylvania,18103,0,2013-07-23,23,7,2013
9926,1527,CA-2013-122392,2013-07-23,7/28/13,2,7.28,0.2,11.648,3.3488,8.2992,0.2875,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",Consumer,Caroline Jumper,United States,US-East,Allentown,Pennsylvania,18103,0,2013-07-23,23,7,2013
9927,1528,CA-2012-148432,2012-11-07,11/10/12,7,3.74,0.0,26.18,0.5236,25.6564,0.02,Office Supplies,Fasteners,Rubber Band Ball,Corporate,Mike Caudle,United States,US-East,Newark,Delaware,19711,0,2012-11-07,7,11,2012
9928,1529,CA-2012-148432,2012-11-07,11/10/12,2,3.65,0.0,7.3,3.431,3.869,0.47,Office Supplies,Paper,Loose Memo Sheets,Corporate,Mike Caudle,United States,US-East,Newark,Delaware,19711,0,2012-11-07,7,11,2012
9929,1530,CA-2012-103793,2012-03-26,3/31/12,3,30.98,0.2,74.352,23.235,51.117,0.3125,Office Supplies,Paper,Xerox 1988,Corporate,Benjamin Venier,United States,US-South,Miami,Florida,33142,0,2012-03-26,26,3,2012
9930,1531,CA-2014-159884,2014-09-01,9/6/14,1,13.43,0.2,10.744,0.8058,9.9382,0.075,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",Consumer,Jeremy Farry,United States,US-West,Tempe,Arizona,85281,0,2014-09-01,1,9,2014
9931,1532,CA-2014-159884,2014-09-01,9/6/14,3,3.49,0.2,8.376,2.7222,5.6538,0.325,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,Consumer,Jeremy Farry,United States,US-West,Tempe,Arizona,85281,0,2014-09-01,1,9,2014
9932,1533,CA-2013-139885,2013-12-05,12/9/13,6,35.48,0.0,212.88,0.0,212.88,0.0,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit,Corporate,Ellis Ballard,United States,US-East,New York City,New York,10035,0,2013-12-05,5,12,2013
9933,1534,CA-2014-124086,2014-02-11,2/15/14,2,119.99,0.15,203.983,16.7986,187.1844,0.082352941,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Home Office,Mike Pelletier,United States,US-West,Laguna Niguel,California,92677,0,2014-02-11,11,2,2014
9934,1535,CA-2013-112389,2013-10-30,11/3/13,3,13.58,0.0,40.74,0.4074,40.3326,0.01,Office Supplies,Storage,"Rogers Jumbo File, Granite",Corporate,Jim Mitchum,United States,US-East,Bridgeton,New Jersey,8302,0,2013-10-30,30,10,2013
9935,1536,CA-2013-112389,2013-10-30,11/3/13,3,3.89,0.0,11.67,3.0342,8.6358,0.26,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Corporate,Jim Mitchum,United States,US-East,Bridgeton,New Jersey,8302,0,2013-10-30,30,10,2013
