,Line_ct,Order ID,Order Date,Ship Date,Order Quantity,Unit Price,Discount,Sales,Profit,Cost,GM%,Product Category,Product Sub-Category,Product Name,Customer Segment,Customer Name,Country,Region,Province (CA),Returned,Order_YMD,Order Day,Order Month,Order Year
1870,1870,16480,2009-12-06,12/8/09,14,5.4,0.09,87.23,-69.53,156.76,-0.797088158,Office Supplies,Binders and Binder Accessories,3M Organizer Strips,Consumer,Nat Gilpin,Canada,CA-Ontario,Ontario,0,2009-12-06,6,12,2009
1871,1871,17858,2010-09-25,9/27/10,21,8.33,0.02,187.14,21.07,166.07,0.112589505,Technology,Computer Peripherals,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Consumer,Becky Castell,Canada,CA-Ontario,Ontario,1,2010-09-25,25,9,2010
1872,1872,17858,2010-09-25,9/26/10,12,30.98,0.0,385.7,-109.91,495.61,-0.284962406,Technology,Computer Peripherals,Logitech Internet Navigator Keyboard,Consumer,Becky Castell,Canada,CA-Ontario,Ontario,1,2010-09-25,25,9,2010
1873,1873,17858,2010-09-25,9/26/10,46,22.98,0.06,1048.39,206.56,841.83,0.197025916,Furniture,Office Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",Consumer,Becky Castell,Canada,CA-Ontario,Ontario,1,2010-09-25,25,9,2010
1874,1874,18561,2009-01-09,1/10/09,9,4.13,0.02,45.87,-38.9,84.77,-0.848048834,Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Home Office,Joni Blumstein,Canada,CA-Ontario,Ontario,0,2009-01-09,9,1,2009
1875,1875,19777,2012-10-19,10/19/12,22,15.01,0.06,321.91,-24.96,346.87,-0.0775372,Office Supplies,Binders and Binder Accessories,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Corporate,Pauline Chand,Canada,CA-Ontario,Ontario,0,2012-10-19,19,10,2012
1876,1876,19777,2012-10-19,10/21/12,2,59.78,0.05,132.96,-61.88,194.84,-0.465403129,Office Supplies,Binders and Binder Accessories,GBC Recycled Regency Composition Covers,Corporate,Pauline Chand,Canada,CA-Ontario,Ontario,0,2012-10-19,19,10,2012
1877,1877,19777,2012-10-19,10/21/12,24,155.99,0.04,3268.7515,562.91,2705.8415,0.172209481,Technology,Telephones and Communication,300 Series Non-Flip,Corporate,Pauline Chand,Canada,CA-Ontario,Ontario,0,2012-10-19,19,10,2012
1878,1878,21601,2011-04-06,4/6/11,20,113.64,0.09,2227.34,-609.09,2836.43,-0.27346072,Office Supplies,Storage & Organization,SAFCO Boltless Steel Shelving,Consumer,Nat Gilpin,Canada,CA-Ontario,Ontario,0,2011-04-06,6,4,2011
1879,1879,21670,2011-01-11,1/12/11,24,78.69,0.0,1965.21,830.75,1134.46,0.42272836,Furniture,Office Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS â„¢ Wall Clock,Home Office,Joni Blumstein,Canada,CA-Ontario,Ontario,0,2011-01-11,11,1,2011
1880,1880,23489,2012-08-28,8/28/12,42,47.98,0.02,2004.6,230.3,1774.3,0.114885763,Technology,Computer Peripherals,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",Corporate,Ritsa Hightower,Canada,CA-Ontario,Ontario,0,2012-08-28,28,8,2012
1881,1881,24486,2011-04-22,4/23/11,3,8.12,0.03,28.11,-31.62,59.73,-1.124866596,Technology,Computer Peripherals,"Imation Neon Mac Format Diskettes, 10/Pack",Consumer,Pete Armstrong,Canada,CA-Ontario,Ontario,0,2011-04-22,22,4,2011
1882,1882,24486,2011-04-22,4/23/11,14,1.76,0.0,27.06,-0.06,27.12,-0.002217295,Office Supplies,Pens & Art Supplies,Newell 310,Consumer,Pete Armstrong,Canada,CA-Ontario,Ontario,0,2011-04-22,22,4,2011
1883,1883,24869,2009-06-10,6/11/09,14,8.85,0.05,132.72,-9.18,141.9,-0.069168174,Office Supplies,Binders and Binder Accessories,GBC Standard Plastic Binding Systems Combs,Consumer,Nat Gilpin,Canada,CA-Ontario,Ontario,0,2009-06-10,10,6,2009
1884,1884,25697,2011-04-26,4/26/11,46,8.46,0.02,400.25,-37.5,437.75,-0.093691443,Technology,Computer Peripherals,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Consumer,Joni Blumstein,Canada,CA-Ontario,Ontario,0,2011-04-26,26,4,2011
1885,1885,27490,2012-03-14,3/16/12,18,31.74,0.02,611.71,93.23,518.48,0.152408821,Office Supplies,Binders and Binder Accessories,GBC Wire Binding Strips,Corporate,Daniel Raglin,Canada,CA-Ontario,Ontario,1,2012-03-14,14,3,2012
1886,1886,27844,2011-06-29,7/1/11,27,4.98,0.04,135.86,-73.42,209.28,-0.540409245,Office Supplies,Paper,Xerox 1952,Home Office,Rose O'Brian,Canada,CA-Ontario,Ontario,0,2011-06-29,29,6,2011
1887,1887,28451,2009-01-05,1/7/09,21,194.3,0.01,4201.08,1162.76,3038.32,0.276776448,Furniture,Office Furnishings,Electrix Halogen Magnifier Lamp,Small Business,Pauline Chand,Canada,CA-Ontario,Ontario,0,2009-01-05,5,1,2009
1888,1888,28451,2009-01-05,1/6/09,41,209.84,0.02,8958.46,2593.14,6365.32,0.289462698,Furniture,Office Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Small Business,Pauline Chand,Canada,CA-Ontario,Ontario,0,2009-01-05,5,1,2009
1889,1889,28451,2009-01-05,1/7/09,33,145.45,0.0,4913.7,1054.93,3858.77,0.214691577,Technology,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Small Business,Pauline Chand,Canada,CA-Ontario,Ontario,0,2009-01-05,5,1,2009
1890,1890,28482,2010-03-08,3/10/10,22,5.08,0.03,119.63,-27.39,147.02,-0.228955948,Furniture,Office Furnishings,"Master Caster Door Stop, Gray",Home Office,Jennifer Halladay,Canada,CA-Ontario,Ontario,0,2010-03-08,8,3,2010
1891,1891,28482,2010-03-08,3/8/10,40,4.28,0.0,177.92,-167.92,345.84,-0.943794964,Office Supplies,Paper,Xerox 1927,Home Office,Jennifer Halladay,Canada,CA-Ontario,Ontario,0,2010-03-08,8,3,2010
1892,1892,28642,2011-01-18,1/20/11,41,5.28,0.0,230.29,14.48,215.81,0.062877242,Office Supplies,Binders and Binder Accessories,"Wilson Jones 1"" Hanging DublLockÂ® Ring Binders",Corporate,Pauline Chand,Canada,CA-Ontario,Ontario,0,2011-01-18,18,1,2011
1893,1893,28642,2011-01-18,1/20/11,27,65.99,0.0,1592.0415,-52.7,1644.7415,-0.033102152,Technology,Telephones and Communication,iDENi80s,Corporate,Pauline Chand,Canada,CA-Ontario,Ontario,0,2011-01-18,18,1,2011
1894,1894,29380,2009-04-27,4/28/09,13,12.28,0.09,150.13,1.73,148.4,0.011523346,Office Supplies,Paper,Xerox 1933,Corporate,Anna Gayman,Canada,CA-Ontario,Ontario,1,2009-04-27,27,4,2009
1895,1895,32036,2011-10-05,10/7/11,6,54.96,0.07,338.89,45.76,293.13,0.135029065,Office Supplies,Paper,Xerox 1940,Corporate,Pauline Chand,Canada,CA-Ontario,Ontario,1,2011-10-05,5,10,2011
1896,1896,32036,2011-10-05,10/6/11,25,14.97,0.07,362.52,-68.49,431.01,-0.188927507,Office Supplies,Storage & Organization,PizazzÂ® Global Quick Fileâ„¢,Corporate,Pauline Chand,Canada,CA-Ontario,Ontario,1,2011-10-05,5,10,2011
1897,1897,32295,2009-01-07,1/8/09,11,65.99,0.07,607.597,-112.24,719.837,-0.184727706,Technology,Telephones and Communication,i1000,Small Business,Pauline Chand,Canada,CA-Ontario,Ontario,0,2009-01-07,7,1,2009
1898,1898,33505,2010-09-25,9/29/10,32,4.0,0.09,117.78,20.82,96.96,0.17677025,Office Supplies,Paper,EcoTonesÂ® Memo Sheets,Consumer,Pete Armstrong,Canada,CA-Ontario,Ontario,0,2010-09-25,25,9,2010
1899,1899,33505,2010-09-25,9/25/10,35,85.99,0.07,2463.2405,310.57,2152.6705,0.126081883,Technology,Telephones and Communication,3395,Consumer,Pete Armstrong,Canada,CA-Ontario,Ontario,0,2010-09-25,25,9,2010
1900,1900,34086,2012-04-29,5/1/12,41,65.99,0.04,2251.9135,655.91,1596.0035,0.291267848,Technology,Telephones and Communication,6190,Consumer,Nat Gilpin,Canada,CA-Ontario,Ontario,0,2012-04-29,29,4,2012
1901,1901,34209,2010-08-24,8/26/10,48,14.2,0.04,705.44,165.9,539.54,0.235172375,Furniture,Office Furnishings,Coloredge Poster Frame,Corporate,Ritsa Hightower,Canada,CA-Ontario,Ontario,1,2010-08-24,24,8,2010
1902,1902,34209,2010-08-24,8/26/10,29,35.44,0.03,1041.72,437.61,604.11,0.420084092,Office Supplies,Paper,Staples Colored Bar Computer Paper,Corporate,Ritsa Hightower,Canada,CA-Ontario,Ontario,1,2010-08-24,24,8,2010
1903,1903,36807,2009-03-16,3/17/09,14,15.57,0.1,211.88,78.45,133.43,0.370256749,Office Supplies,Envelopes,Park Ridgeâ„¢ Embossed Executive Business Envelopes,Corporate,Daniel Raglin,Canada,CA-Ontario,Ontario,0,2009-03-16,16,3,2009
1904,1904,37318,2010-04-15,4/17/10,32,33.98,0.07,1031.23,-138.54,1169.77,-0.134344424,Furniture,Office Furnishings,"LindenÂ® 12"" Wall Clock With Oak Frame",Consumer,Nat Gilpin,Canada,CA-Ontario,Ontario,0,2010-04-15,15,4,2010
1905,1905,38496,2010-02-20,2/22/10,23,4.98,0.07,116.57,-43.18,159.75,-0.370421206,Office Supplies,Paper,Xerox 1949,Corporate,Pauline Chand,Canada,CA-Ontario,Ontario,0,2010-02-20,20,2,2010
1906,1906,41702,2010-12-22,12/23/10,21,152.48,0.03,3323.44,99.88,3223.56,0.030053198,Technology,Computer Peripherals,Adesso Programmable 142-Key Keyboard,Corporate,Corinna Mitchell,Canada,CA-Ontario,Ontario,0,2010-12-22,22,12,2010
1907,1907,41702,2010-12-22,12/24/10,5,4.28,0.02,27.9,-22.82,50.72,-0.817921147,Office Supplies,Paper,Xerox 1927,Corporate,Corinna Mitchell,Canada,CA-Ontario,Ontario,0,2010-12-22,22,12,2010
1908,1908,44706,2010-03-30,4/1/10,18,424.21,0.08,7556.61,-352.24,7908.85,-0.046613495,Furniture,Tables,Bush Advantage CollectionÂ® Racetrack Conference Table,Corporate,Ritsa Hightower,Canada,CA-Ontario,Ontario,0,2010-03-30,30,3,2010
1909,1909,44706,2010-03-30,4/4/10,33,1.48,0.07,47.48,3.35,44.13,0.070556024,Office Supplies,Rubber Bands,Binder Clips by OIC,Corporate,Ritsa Hightower,Canada,CA-Ontario,Ontario,0,2010-03-30,30,3,2010
1910,1910,45347,2010-09-29,9/30/10,10,880.98,0.05,8704.08,1034.54,7669.54,0.118856904,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Corporate,Ritsa Hightower,Canada,CA-Ontario,Ontario,0,2010-09-29,29,9,2010
1911,1911,45347,2010-09-29,10/1/10,41,599.99,0.07,24051.49,9791.04,14260.45,0.40708663,Technology,Copiers and Fax,Hewlett Packard LaserJet 3310 Copier,Corporate,Ritsa Hightower,Canada,CA-Ontario,Ontario,0,2010-09-29,29,9,2010
1912,1912,46627,2009-06-11,6/12/09,3,5.28,0.05,21.46,-14.22,35.68,-0.662628145,Office Supplies,Paper,Xerox 1928,Home Office,Eva Jacobs,Canada,CA-Ontario,Ontario,0,2009-06-11,11,6,2009
1913,1913,46627,2009-06-11,6/12/09,24,65.99,0.03,1388.628,261.52,1127.108,0.188329776,Technology,Telephones and Communication,8860,Home Office,Eva Jacobs,Canada,CA-Ontario,Ontario,0,2009-06-11,11,6,2009
1914,1914,47168,2009-06-21,6/22/09,24,119.99,0.02,2920.83,1068.16,1852.67,0.365704269,Technology,Office Machines,Epson C82 Color Inkjet Printer,Corporate,Corinna Mitchell,Canada,CA-Ontario,Ontario,0,2009-06-21,21,6,2009
1915,1915,47168,2009-06-21,6/22/09,42,6.48,0.09,262.3,-255.2,517.5,-0.972931758,Office Supplies,Paper,Xerox 1993,Corporate,Corinna Mitchell,Canada,CA-Ontario,Ontario,0,2009-06-21,21,6,2009
1916,1916,50051,2009-10-04,10/6/09,17,5.53,0.02,103.72,-72.06,175.78,-0.69475511,Office Supplies,Binders and Binder Accessories,Avery Durable Poly Binders,Corporate,Jas O'Carroll,Canada,CA-Ontario,Ontario,0,2009-10-04,4,10,2009
1917,1917,50051,2009-10-04,10/6/09,4,41.47,0.09,185.15,10.2,174.95,0.055090467,Furniture,Office Furnishings,Eldon EconocleatÂ® Chair Mats for Low Pile Carpets,Corporate,Jas O'Carroll,Canada,CA-Ontario,Ontario,0,2009-10-04,4,10,2009
1918,1918,50433,2012-01-19,1/21/12,50,145.45,0.1,6628.55,1081.65,5546.9,0.163180484,Technology,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Home Office,Jennifer Halladay,Canada,CA-Ontario,Ontario,0,2012-01-19,19,1,2012
1919,1919,50721,2012-02-27,2/29/12,33,304.99,0.04,9758.7,3793.7,5965.0,0.388750551,Office Supplies,Binders and Binder Accessories,Ibico Hi-Tech Manual Binding System,Home Office,Jennifer Halladay,Canada,CA-Ontario,Ontario,1,2012-02-27,27,2,2012
1920,1920,50758,2012-07-12,7/14/12,17,6.68,0.02,128.5,-44.69,173.19,-0.347782101,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),Corporate,Ritsa Hightower,Canada,CA-Ontario,Ontario,0,2012-07-12,12,7,2012
1921,1921,50883,2012-06-01,6/1/12,35,180.98,0.01,6739.92,957.29,5782.63,0.142032843,Furniture,Chairs & Chairmats,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Corporate,Pauline Chand,Canada,CA-Ontario,Ontario,0,2012-06-01,1,6,2012
1922,1922,51524,2010-03-14,3/15/10,16,167.27,0.07,2723.1,-446.31,3169.41,-0.163897764,Office Supplies,Storage & Organization,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Small Business,Pauline Chand,Canada,CA-Ontario,Ontario,0,2010-03-14,14,3,2010
1923,1923,51524,2010-03-14,3/16/10,20,20.99,0.06,347.2675,-71.09,418.3575,-0.204712505,Technology,Telephones and Communication,Accessory15,Small Business,Pauline Chand,Canada,CA-Ontario,Ontario,0,2010-03-14,14,3,2010
1924,1924,52322,2010-02-02,2/9/10,1,3.95,0.1,5.7,-2.34,8.04,-0.410526316,Office Supplies,Rubber Bands,Advantus Map Pennant Flags and Round Head Tacks,Consumer,Joni Blumstein,Canada,CA-Ontario,Ontario,0,2010-02-02,2,2,2010
1925,1925,52932,2012-05-12,5/17/12,3,6.48,0.0,26.23,-13.72,39.95,-0.523065193,Office Supplies,Paper,Xerox 21,Home Office,Joni Blumstein,Canada,CA-Ontario,Ontario,0,2012-05-12,12,5,2012
1926,1926,52995,2012-03-15,3/15/12,8,3.36,0.03,33.39,-35.51,68.9,-1.063492063,Office Supplies,Binders and Binder Accessories,Cardinal Poly Pocket Divider Pockets for Ring Binders,Consumer,Nat Gilpin,Canada,CA-Ontario,Ontario,0,2012-03-15,15,3,2012
1927,1927,53024,2012-05-12,5/13/12,9,20.28,0.09,187.13,12.4,174.73,0.066264094,Furniture,Office Furnishings,"Career Cubicle Clock, 8 1/4"", Black",Corporate,Ritsa Hightower,Canada,CA-Ontario,Ontario,0,2012-05-12,12,5,2012
1928,1928,53024,2012-05-12,5/13/12,46,55.99,0.03,2255.1945,74.51,2180.6845,0.033039279,Technology,Telephones and Communication,Accessory6,Corporate,Ritsa Hightower,Canada,CA-Ontario,Ontario,0,2012-05-12,12,5,2012
1929,1929,54145,2010-01-02,1/2/10,34,2.08,0.1,70.25,-133.06,203.31,-1.894092527,Furniture,Office Furnishings,EldonÂ® Wave Desk Accessories,Home Office,Joni Blumstein,Canada,CA-Ontario,Ontario,0,2010-01-02,2,1,2010
1930,1930,55840,2009-08-17,8/17/09,11,4.98,0.04,59.03,-25.21,84.24,-0.427070981,Office Supplies,Paper,Xerox 190,Home Office,Jas O'Carroll,Canada,CA-Ontario,Ontario,0,2009-08-17,17,8,2009
1931,1931,56930,2012-08-17,8/17/12,10,101.41,0.07,987.54,-396.84,1384.38,-0.401847014,Office Supplies,Storage & Organization,Tennsco Regal Shelving Units,Home Office,Eva Jacobs,Canada,CA-Ontario,Ontario,1,2012-08-17,17,8,2012
1932,1932,57570,2012-09-28,9/30/12,27,70.98,0.09,1823.04,-190.78,2013.82,-0.104649377,Furniture,Bookcases,"Hon Metal Bookcases, Black",Corporate,Daniel Raglin,Canada,CA-Ontario,Ontario,0,2012-09-28,28,9,2012
1933,1933,58051,2012-03-20,3/22/12,6,39.98,0.0,256.6,-106.76,363.36,-0.416056118,Technology,Computer Peripherals,"IBM Active Response Keyboard, Black",Corporate,Pauline Chand,Canada,CA-Ontario,Ontario,0,2012-03-20,20,3,2012
1934,1934,59392,2010-06-26,6/27/10,19,2.12,0.08,39.42,-29.02,68.44,-0.736174531,Technology,Computer Peripherals,Fuji Slim Jewel Case CD-R,Corporate,Pauline Chand,Canada,CA-Ontario,Ontario,0,2010-06-26,26,6,2010
1935,1935,59392,2010-06-26,6/28/10,45,28.48,0.03,1305.31,589.2,716.11,0.451387027,Technology,Computer Peripherals,"Memorex 4.7GB DVD+RW, 3/Pack",Corporate,Pauline Chand,Canada,CA-Ontario,Ontario,0,2010-06-26,26,6,2010
1936,1936,3136,2009-08-09,8/11/09,8,30.98,0.1,238.74,-38.89,277.63,-0.162896875,Office Supplies,Pens & Art Supplies,"Boston School Pro Electric Pencil Sharpener, 1670",Corporate,Paul Prost,Canada,CA-Ontario,Ontario,0,2009-08-09,9,8,2009
1937,1937,3648,2010-06-16,6/18/10,46,3.15,0.1,134.81,52.36,82.45,0.388398487,Office Supplies,Labels,Self-Adhesive Removable Labels,Home Office,Philip Brown,Canada,CA-Ontario,Ontario,0,2010-06-16,16,6,2010
1938,1938,3648,2010-06-16,6/23/10,34,195.99,0.05,5488.5265,1382.45,4106.0765,0.25187999,Technology,Telephones and Communication,KH 688,Home Office,Philip Brown,Canada,CA-Ontario,Ontario,0,2010-06-16,16,6,2010
1939,1939,6246,2009-10-21,10/23/09,13,3.93,0.06,52.38,11.72,40.66,0.223749523,Office Supplies,Rubber Bands,Staples Vinyl Coated Paper Clips,Home Office,Philip Brown,Canada,CA-Ontario,Ontario,0,2009-10-21,21,10,2009
1940,1940,9028,2010-12-21,12/25/10,48,306.14,0.04,14556.67,3829.63,10727.04,0.263084208,Technology,Office Machines,Okidata ML184 Turbo Dot Matrix Printers,Small Business,Michael Nguyen,Canada,CA-Ontario,Ontario,0,2010-12-21,21,12,2010
1941,1941,9478,2009-03-28,3/29/09,48,10.4,0.04,522.97,29.98,492.99,0.057326424,Furniture,Office Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Corporate,Philip Brown,Canada,CA-Ontario,Ontario,0,2009-03-28,28,3,2009
1942,1942,9478,2009-03-28,3/30/09,48,4.28,0.08,199.46,-121.2,320.66,-0.60764063,Office Supplies,Paper,Xerox 1962,Corporate,Philip Brown,Canada,CA-Ontario,Ontario,0,2009-03-28,28,3,2009
1943,1943,12323,2011-04-02,4/3/11,32,15.15,0.02,513.74,-28.68,542.42,-0.055825904,Office Supplies,Binders and Binder Accessories,Plastic Binding Combs,Corporate,Lisa DeCherney,Canada,CA-Ontario,Ontario,0,2011-04-02,2,4,2011
1944,1944,12323,2011-04-02,4/4/11,4,7.38,0.0,36.8,14.19,22.61,0.385597826,Furniture,Office Furnishings,"EldonÂ® Expressionsâ„¢ Wood Desk Accessories, Oak",Corporate,Lisa DeCherney,Canada,CA-Ontario,Ontario,0,2011-04-02,2,4,2011
1945,1945,13830,2009-12-21,12/24/09,27,90.48,0.0,2609.53,911.66,1697.87,0.34935793,Office Supplies,Envelopes,TyvekÂ® Side-Opening Peel & SeelÂ® Expanding Envelopes,Small Business,Michael Nguyen,Canada,CA-Ontario,Ontario,0,2009-12-21,21,12,2009
1946,1946,14791,2010-02-14,2/15/10,29,65.99,0.05,1576.223,286.12,1290.103,0.181522538,Technology,Telephones and Communication,TIMEPORT P8767,Consumer,Lisa DeCherney,Canada,CA-Ontario,Ontario,0,2010-02-14,14,2,2010
1947,1947,18085,2011-09-25,9/27/11,23,348.21,0.01,8127.51,1541.25,6586.26,0.189633725,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,Corporate,Lisa DeCherney,Canada,CA-Ontario,Ontario,0,2011-09-25,25,9,2011
1948,1948,18085,2011-09-25,9/26/11,33,195.99,0.09,5352.9345,1343.21,4009.7245,0.250929654,Technology,Telephones and Communication,KH 688,Corporate,Lisa DeCherney,Canada,CA-Ontario,Ontario,0,2011-09-25,25,9,2011
1949,1949,20674,2010-12-08,12/9/10,37,500.97,0.0,17717.34,8291.08,9426.26,0.467964153,Technology,Office Machines,Epson Stylus 1520 Color Inkjet Printer,Corporate,Philip Brown,Canada,CA-Ontario,Ontario,0,2010-12-08,8,12,2010
1950,1950,24903,2010-10-19,10/26/10,33,48.91,0.05,1646.47,743.59,902.88,0.451626814,Office Supplies,Paper,Xerox 1891,Corporate,Paul Prost,Canada,CA-Ontario,Ontario,0,2010-10-19,19,10,2010
1951,1951,25735,2010-12-30,1/13/11,45,5.58,0.02,260.37,44.15,216.22,0.169566386,Office Supplies,Pens & Art Supplies,DIXON TiconderogaÂ® Erasable Checking Pencils,Consumer,Lisa DeCherney,Canada,CA-Ontario,Ontario,1,2010-12-30,30,12,2010
1952,1952,29762,2010-08-03,8/4/10,33,95.95,0.03,3268.56,-1181.71,4450.27,-0.361538414,Furniture,Chairs & Chairmats,Bevis Steel Folding Chairs,Home Office,Philip Brown,Canada,CA-Ontario,Ontario,0,2010-08-03,3,8,2010
1953,1953,29856,2012-06-08,6/11/12,24,4.98,0.04,115.54,43.35,72.19,0.375194738,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,Consumer,Lisa DeCherney,Canada,CA-Ontario,Ontario,0,2012-06-08,8,6,2012
1954,1954,32580,2011-09-15,9/15/11,23,7.4,0.03,166.8,44.59,122.21,0.267326139,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Corporate,Paul MacIntyre,Canada,CA-Ontario,Ontario,0,2011-09-15,15,9,2011
1955,1955,32580,2011-09-15,9/17/11,38,6.48,0.05,261.38,-172.35,433.73,-0.659384804,Office Supplies,Paper,Xerox 1984,Corporate,Paul MacIntyre,Canada,CA-Ontario,Ontario,0,2011-09-15,15,9,2011
1956,1956,34017,2009-03-23,3/23/09,20,4.84,0.05,103.39,29.17,74.22,0.282135603,Office Supplies,Pens & Art Supplies,*Staples* Highlighting Markers,Corporate,Paul Prost,Canada,CA-Ontario,Ontario,0,2009-03-23,23,3,2009
1957,1957,34017,2009-03-23,3/25/09,28,14.98,0.01,435.39,-48.97,484.36,-0.112473874,Office Supplies,Storage & Organization,Super Decoflex Portable Personal File,Corporate,Paul Prost,Canada,CA-Ontario,Ontario,0,2009-03-23,23,3,2009
1958,1958,42597,2010-03-25,3/27/10,5,4.98,0.04,29.66,-32.78,62.44,-1.105192178,Technology,Computer Peripherals,"DS/HD IBM Formatted Diskettes, 10/Pack - Staples",Corporate,Paul Prost,Canada,CA-Ontario,Ontario,0,2010-03-25,25,3,2010
1959,1959,46884,2009-01-17,1/18/09,25,11.55,0.1,280.43,39.52,240.91,0.140926434,Office Supplies,Pens & Art Supplies,Newell 309,Corporate,Paul Prost,Canada,CA-Ontario,Ontario,0,2009-01-17,17,1,2009
1960,1960,52325,2012-07-14,7/14/12,23,223.98,0.07,5126.3,2019.19,3107.11,0.39388838,Office Supplies,Binders and Binder Accessories,GBC DocuBind TL200 Manual Binding Machine,Corporate,Paul MacIntyre,Canada,CA-Ontario,Ontario,0,2012-07-14,14,7,2012
1961,1961,53382,2009-12-27,12/28/09,13,3.25,0.1,88.17,-572.49,660.66,-6.493024838,Office Supplies,Appliances,"Bravo IIâ„¢ MegabossÂ® 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Corporate,Paul MacIntyre,Canada,CA-Ontario,Ontario,0,2009-12-27,27,12,2009
1962,1962,53382,2009-12-27,12/28/09,15,300.98,0.0,4760.02,658.88,4101.14,0.138419586,Furniture,Chairs & Chairmats,"Global Leather and Oak Executive Chair, Black",Corporate,Paul MacIntyre,Canada,CA-Ontario,Ontario,0,2009-12-27,27,12,2009
1963,1963,53728,2011-10-22,10/23/11,27,58.1,0.07,1502.66,637.6,865.06,0.424314216,Office Supplies,Binders and Binder Accessories,Avery Arch Ring Binders,Corporate,Paul MacIntyre,Canada,CA-Ontario,Ontario,0,2011-10-22,22,10,2011
1964,1964,65,2011-03-17,3/18/11,32,115.79,0.02,3812.73,1470.3,2342.43,0.385629195,Technology,Computer Peripherals,"Verbatim DVD-R, 4.7GB, Spindle, WE, Blank, Ink Jet/Thermal, 20/Spindle",Corporate,Tamara Dahlen,Canada,CA-Ontario,Ontario,1,2011-03-17,17,3,2011
1965,1965,230,2010-10-26,10/28/10,47,43.98,0.06,2029.75,320.37,1709.38,0.157837172,Office Supplies,Pens & Art Supplies,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Corporate,Erin Creighton,Canada,CA-Ontario,Ontario,1,2010-10-26,26,10,2010
1966,1966,230,2010-10-26,10/28/10,11,125.99,0.06,1118.396,-212.33,1330.726,-0.189852253,Technology,Telephones and Communication,StarTAC ST7762,Corporate,Erin Creighton,Canada,CA-Ontario,Ontario,1,2010-10-26,26,10,2010
1967,1967,355,2009-06-13,6/18/09,16,85.99,0.0,1239.6315,-172.55,1412.1815,-0.139194591,Technology,Telephones and Communication,Accessory4,Small Business,Henry MacAllister,Canada,CA-Ontario,Ontario,0,2009-06-13,13,6,2009
